NSE Symbol,FY,ROA,Asset_Growth,Amihud_Illiquidity,BSE Code
NESTLEIND,Q4FY24,,,5.061943896312539e-06,500790
NH,FY23,0.14565937242167043,,,539551
NH,FY24,0.1403236970007188,0.3513825012121302,,539551
NH,Q4FY23,,,0.00011272318179937099,539551
NH,Q4FY24,,,5.200075538678097e-05,539551
NHPC,FY23,0.04580935760500518,,,533098
NHPC,FY24,0.038974201234532574,0.08282326597244145,,533098
NHPC,Q4FY23,,,5.1828109062481864e-05,533098
NHPC,Q4FY24,,,1.446920845347268e-05,533098
NIACL,FY23,0.010669620656129553,,,540769
NIACL,FY24,0.010391067598246675,0.09390131006501251,,540769
NIACL,Q4FY23,,,0.00035988920708460154,540769
NIACL,Q4FY24,,,0.00011482446078979461,540769
NLCINDIA,FY23,0.026299990389634372,,,513683
NLCINDIA,FY24,0.033746248985972616,0.03531545554075266,,513683
NLCINDIA,Q4FY23,,,9.21564207887723e-05,513683
NLCINDIA,Q4FY24,,,5.8502900776191155e-05,513683
NUVOCO,FY23,0.0008352762547181785,,,543334
NUVOCO,FY24,0.007876566080151021,-0.014630500855025852,,543334
NUVOCO,Q4FY23,,,0.0003033223249604244,543334
NUVOCO,Q4FY24,,,0.00015922116457502266,543334
NYKAA,FY23,0.006529540220299948,,,543384
NYKAA,FY24,0.009486505401956113,0.15276113923561463,,543384
NYKAA,Q4FY23,,,2.1725829933461676e-05,543384
NYKAA,Q4FY24,,,1.5772241001367054e-05,543384
OBEROIRLTY,FY23,0.10225345855246884,,,533273
OBEROIRLTY,FY24,0.09812883102999019,0.05410058307726978,,533273
OBEROIRLTY,Q4FY23,,,2.775136639931532e-05,533273
OBEROIRLTY,Q4FY24,,,1.9167842910809088e-05,533273
OFSS,FY23,0.19472084644128537,,,532466
OFSS,FY24,0.2233763096711857,0.07117213660875808,,532466
OFSS,Q4FY23,,,5.524772446243099e-05,532466
OFSS,Q4FY24,,,3.626067910028129e-05,532466
OIL,FY23,0.11814067697828269,,,533106
OIL,FY24,0.06874556036567937,0.24728063362867408,,533106
OIL,Q4FY23,,,5.7541718254584996e-05,533106
OIL,Q4FY24,,,2.475459971636957e-05,533106
ONGC,FY23,0.05711081858584725,,,500312
ONGC,FY24,0.0662318915952006,0.15436877093788892,,500312
ONGC,Q4FY23,,,7.2482074732220275e-06,500312
ONGC,Q4FY24,,,5.804699698287873e-06,500312
PARADEEP,FY23,0.028543921770711307,,,543530
PARADEEP,FY24,0.010341362615388086,-0.09344801688062164,,543530
PARADEEP,Q4FY23,,,0.00010735046194107656,543530
PARADEEP,Q4FY24,,,8.657783699509775e-05,543530
PATANJALI,FY23,0.0669336180377012,,,500368
PATANJALI,FY24,0.05769467027118122,0.001395913505478456,,500368
PATANJALI,Q4FY23,,,5.094624721093534e-05,500368
PATANJALI,Q4FY24,,,3.7818578586893283e-05,500368
PERSISTENT,FY23,0.13803116402021257,,,533179
PERSISTENT,FY24,0.14741776151263328,0.11157576411492144,,533179
PERSISTENT,Q4FY23,,,1.635633916661104e-05,533179
PERSISTENT,Q4FY24,,,6.3755994685240734e-06,533179
PETRONET,FY23,0.14588017527622674,,,532522
PETRONET,FY24,0.14310369889468452,0.11951461293166596,,532522
PETRONET,Q4FY23,,,3.2197439459359694e-05,532522
PETRONET,Q4FY24,,,1.8114803800195586e-05,532522
PFC,FY23,0.01773141357597923,,,532810
PFC,FY24,0.01902164815639744,0.15931662817184453,,532810
PFC,Q4FY23,,,2.6188259544898686e-05,532810
PFC,Q4FY24,,,6.242843188654636e-06,532810
PGEL,FY23,0.051366120146113955,,,533581
PGEL,FY24,0.05844932734629399,0.5303266160546195,,533581
PGEL,Q4FY23,,,0.0008346006576260056,533581
PGEL,Q4FY24,,,0.0001840608841086614,533581
PGHH,FY23,0.3172851982857036,0.27027107341745066,,500459
PGHH,FY24,0.36319516184573003,-0.13042501824715064,,500459
PGHH,Q4FY23,,,0.0001623612163948457,500459
PGHH,Q4FY24,,,0.00013175452216343,500459
PHOENIXLTD,FY23,0.0758966157904868,,,503100
PHOENIXLTD,FY24,0.05714491702891689,0.09359493006180167,,503100
PHOENIXLTD,Q4FY23,,,7.582972553464317e-05,503100
PHOENIXLTD,Q4FY24,,,3.8665383004031935e-05,503100
PNBHOUSING,FY23,0.01564142555294533,,,540173
PNBHOUSING,FY24,0.02082747219281581,0.08271039287492692,,540173
PNBHOUSING,Q4FY23,,,0.00015471991189311302,540173
PNBHOUSING,Q4FY24,,,5.61246408147815e-05,540173
POLICYBZR,FY23,-0.07790496687735748,,,543390
POLICYBZR,FY24,0.009954655636983523,0.07586788039072406,,543390
POLICYBZR,Q4FY23,,,4.830094820851918e-05,543390
POLICYBZR,Q4FY24,,,1.7549467736904395e-05,543390
POLYCAB,FY23,0.13482427837066266,,,542652
POLYCAB,FY24,0.1476994894561451,0.2815144826637933,,542652
POLYCAB,Q4FY23,,,1.6692947544585e-05,542652
POLYCAB,Q4FY24,,,6.733839512935693e-06,542652
POWERINDIA,FY23,0.023963190090110782,,,543187
POWERINDIA,FY24,0.03479225129955793,0.20131631666117988,,543187
POWERINDIA,Q4FY23,,,0.00017129830943942958,543187
POWERINDIA,Q4FY24,,,0.00012298060050441683,543187
PPLPHARMA,FY23,-0.012839334111892118,,,543635
PPLPHARMA,FY24,0.001163807544633848,0.05434647885772206,,543635
PPLPHARMA,Q4FY23,,,7.137752602949525e-05,543635
PPLPHARMA,Q4FY24,,,3.330669449129586e-05,543635
PRESTIGE,FY23,0.025744268497030032,,,533274
PRESTIGE,FY24,0.02832103910451022,0.32626719040863356,,533274
PRESTIGE,Q4FY23,,,0.00010727804514645688,533274
PRESTIGE,Q4FY24,,,4.28706080914843e-05,533274
RADICO,FY23,0.059248753894604524,,,532497
RADICO,FY24,0.06402336087613933,0.10107207749212677,,532497
RADICO,Q4FY23,,,7.677357273875374e-05,532497
RADICO,Q4FY24,,,5.1721872289734356e-05,532497
RAINBOW,FY23,0.11906668579257501,,,543524
RAINBOW,FY24,0.09998203096203465,0.2257147084635533,,543524
RAINBOW,Q4FY23,,,0.00019751297179237113,543524
RAINBOW,Q4FY24,,,8.456835331111487e-05,543524
RAMCOCEM,FY23,0.021550229740303697,,,500260
RAMCOCEM,FY24,0.022119828695000777,0.11497224342468589,,500260
RAMCOCEM,Q4FY23,,,4.681788831405598e-05,500260
RAMCOCEM,Q4FY24,,,3.0231570669146662e-05,500260
REDINGTON,FY23,0.059809622470441144,,,532805
REDINGTON,FY24,0.04995636166566026,0.04769445450176329,,532805
REDINGTON,Q4FY23,,,5.611635222067126e-05,532805
REDINGTON,Q4FY24,,,4.9746917991029696e-05,532805
RELIANCE,FY23,0.04149602689011223,,,500325
RELIANCE,FY24,0.03964781040395538,0.09241765276394445,,500325
RELIANCE,Q4FY23,,,7.530327193325991e-07,500325
RELIANCE,Q4FY24,,,5.65141211871676e-07,500325
RPOWER,FY23,-0.009699514292860761,,,532939
RPOWER,FY24,-0.04726860293692515,-0.09843141359444299,,532939
RPOWER,Q4FY23,,,0.00010822201735673535,532939
RPOWER,Q4FY24,,,3.2758341809321536e-05,532939
SAIL,FY23,0.01668080792396814,,,500113
SAIL,FY24,0.021794477635976427,0.07838292889797288,,500113
SAIL,Q4FY23,,,1.0000706114281872e-05,500113
SAIL,Q4FY24,,,7.80198049589492e-06,500113
SARDAEN,FY23,0.10984642553517544,,,504614
SARDAEN,FY24,0.08713979856211002,0.09495236601001937,,504614
SARDAEN,Q4FY23,,,0.0006111007340921141,504614
SARDAEN,Q4FY24,,,0.00032692560901489666,504614
SBICARD,FY23,0.049587050856329355,,,543066
SBICARD,FY24,0.041392970373842874,0.2772096775185111,,543066
SBICARD,Q4FY23,,,1.3616332812851415e-05,543066
SBICARD,Q4FY24,,,9.408865187718734e-06,543066
SCHAEFFLER,FY23,0.1535276737818507,,,505790
SCHAEFFLER,FY24,0.14346422490349492,0.09425814427805096,,505790
SCHAEFFLER,Q4FY23,,,6.507429832111715e-05,505790
SCHAEFFLER,Q4FY24,,,5.7126092159556294e-05,505790
SHREECEM,FY23,0.04825331872101175,,,500387
SHREECEM,FY24,0.08570313453034632,0.06149972241145837,,500387
SHREECEM,Q4FY23,,,1.3935658602651688e-05,500387
SHREECEM,Q4FY24,,,1.452652619322494e-05,500387
SHYAMMETL,FY23,0.07321303457845063,,,543299
SHYAMMETL,FY24,0.07174169412701065,0.23846268769490733,,543299
SHYAMMETL,Q4FY23,,,0.00033835846404587814,543299
SHYAMMETL,Q4FY24,,,0.00010236248946267275,543299
SJVN,FY23,0.04206926433722262,,,533206
SJVN,FY24,0.02325621152680764,0.2129383182198013,,533206
SJVN,Q4FY23,,,0.00018137516658416061,533206
SJVN,Q4FY24,,,3.0146633083340297e-05,533206
SOBHA,FY23,0.00827796222236892,,,532784
SOBHA,FY24,0.003585808949168075,0.08803833863073664,,532784
SOBHA,Q4FY23,,,0.0001495201605365559,532784
SOBHA,Q4FY24,,,4.663638878406747e-05,532784
SOLARINDS,FY23,0.15034797716554976,,,532725
SOLARINDS,FY24,0.14570347904901346,0.13918093819806404,,532725
SOLARINDS,Q4FY23,,,0.00010785906207518904,532725
SOLARINDS,Q4FY24,,,4.7067672532066944e-05,532725
SONACOMS,FY23,0.12918941442729567,,,543300
SONACOMS,FY24,0.13383664781070104,0.2631157010613352,,543300
SONACOMS,Q4FY23,,,3.438394962061632e-05,543300
SONACOMS,Q4FY24,,,1.7606236808024437e-05,543300
SRF,FY23,0.11529700573515078,,,503806
SRF,FY24,0.06521403734216583,0.09210686277228103,,503806
SRF,Q4FY23,,,9.863295111076783e-06,503806
SRF,Q4FY24,,,9.774877637621048e-06,503806
SUMICHEM,FY23,0.14908033154491596,,,542920
SUMICHEM,FY24,0.11153368818942506,-0.016459099822662297,,542920
SUMICHEM,Q4FY23,,,9.78139661220027e-05,542920
SUMICHEM,Q4FY24,,,9.138468713678594e-05,542920
SUNDRMFAST,FY23,0.10697410901762178,,,500403
SUNDRMFAST,FY24,0.10457589710796568,0.07874335858351048,,500403
SUNDRMFAST,Q4FY23,,,0.00019935335120869186,500403
SUNDRMFAST,Q4FY24,,,0.00011165162521718821,500403
SUNPHARMA,FY23,0.10494430579566749,,,524715
SUNPHARMA,FY24,0.11200490294404714,0.05890325163892267,,524715
SUNPHARMA,Q4FY23,,,4.207526902226923e-06,524715
SUNPHARMA,Q4FY24,,,3.476821839984548e-06,524715
SUPREMEIND,FY23,0.15196637994317044,,,509930
SUPREMEIND,FY24,0.1631737828549463,0.1512920118997861,,509930
SUPREMEIND,Q4FY23,,,0.00013153479970634896,509930
SUPREMEIND,Q4FY24,,,3.3999948410536816e-05,509930
SYNGENE,FY23,0.07964328588578289,,,539268
SYNGENE,FY24,0.08290526042005332,0.05498199279711885,,539268
SYNGENE,Q4FY23,,,6.086081995098406e-05,539268
SYNGENE,Q4FY24,,,2.250593354971218e-05,539268
SYRMA,FY23,0.04692917164033816,,,543573
SYRMA,FY24,0.02909070408242366,0.45107028166549,,543573
SYRMA,Q4FY23,,,0.00015535930562423364,543573
SYRMA,Q4FY24,,,5.626951289708022e-05,543573
TATACHEM,FY23,0.0660415003990423,,,500770
TATACHEM,FY24,0.0072913265861355965,0.047657051647474635,,500770
TATACHEM,Q4FY23,,,1.2932811295968658e-05,500770
TATACHEM,Q4FY24,,,1.2219067135073474e-05,500770
TATACONSUM,FY23,0.052771169161720616,,,500800
TATACONSUM,FY24,0.041052512870731674,0.22838894872809895,,500800
TATACONSUM,Q4FY23,,,1.0296360333852318e-05,500800
TATACONSUM,Q4FY24,,,7.632515095621002e-06,500800
TATAELXSI,FY23,0.2732739241859226,,,500408
TATAELXSI,FY24,0.2485856523300919,0.153239949909944,,500408
TATAELXSI,Q4FY23,,,7.600622156973173e-06,500408
TATAELXSI,Q4FY24,,,9.91449351165533e-06,500408
TATAINVEST,FY23,0.011943385488925993,,,501301
TATAINVEST,FY24,0.011711644735106209,0.5586365395247499,,501301
TATAINVEST,Q4FY23,,,0.00026696987017749493,501301
TATAINVEST,Q4FY24,,,6.613459813457792e-05,501301
TATAPOWER,FY23,0.02599505224191782,,,500400
TATAPOWER,FY24,0.026486462936293042,0.08728838174403174,,500400
TATAPOWER,Q4FY23,,,4.131189368613438e-06,500400
TATAPOWER,Q4FY24,,,3.89319806406664e-06,500400
TATASTEEL,FY23,0.030415759588147757,,,500470
TATASTEEL,FY24,-0.01622918293416623,-0.05068450735697937,,500470
TATASTEEL,Q4FY23,,,2.5863392394502245e-06,500470
TATASTEEL,Q4FY24,,,2.495453013659669e-06,500470
TECHNOE,FY23,0.06748556989945004,,,542141
TECHNOE,FY24,0.09473819760724887,0.023400452955331472,,542141
TECHNOE,Q4FY23,,,0.0006212434001471321,542141
TECHNOE,Q4FY24,,,0.00030197126399293477,542141
THERMAX,FY23,0.050945793512780856,,,500411
THERMAX,FY24,0.06355553673245667,0.1487111661222749,,500411
THERMAX,Q4FY23,,,0.0001406800337654687,500411
THERMAX,Q4FY24,,,0.00010728356769524541,500411
TIMKEN,FY23,0.15284169895647778,,,522113
TIMKEN,FY24,0.13125740565943003,0.168605619952639,,522113
TIMKEN,Q4FY23,,,0.00011676152053790044,522113
TIMKEN,Q4FY24,,,7.603111439119171e-05,522113
TORNTPHARM,FY23,0.08294980298897205,,,500420
TORNTPHARM,FY24,0.10998115610421379,0.0032461022458924117,,500420
TORNTPHARM,Q4FY23,,,2.888788108559227e-05,500420
TORNTPHARM,Q4FY24,,,1.6920993227553918e-05,500420
TRIDENT,FY23,0.06454192135005872,,,521064
TRIDENT,FY24,0.04621275425476777,0.10756596385277518,,521064
TRIDENT,Q4FY23,,,7.959123061266933e-05,521064
TRIDENT,Q4FY24,,,3.7332305138078224e-05,521064
TRITURBINE,FY23,0.14370668461849626,,,533655
TRITURBINE,FY24,0.16279002264063316,0.23418629401693583,,533655
TRITURBINE,Q4FY23,,,0.0002113110449709015,533655
TRITURBINE,Q4FY24,,,6.360429368316815e-05,533655
TVSHLTD,FY23,0.01650971866260224,,,520056
TVSHLTD,FY24,0.017895107513959767,0.13665213452250408,,520056
TVSHLTD,Q4FY23,,,0.0010465422390399976,520056
TVSHLTD,Q4FY24,,,0.00038191264941612,520056
UBL,FY23,0.04840145277602187,,,532478
UBL,FY24,0.05813249553050528,0.12307834386081119,,532478
UBL,Q4FY23,,,3.12919380112376e-05,532478
UBL,Q4FY24,,,2.9878130342073388e-05,532478
UCOBANK,FY23,0.006073401670954251,,,532505
UCOBANK,FY24,0.005166295148689143,0.07597642418526121,,532505
UCOBANK,Q4FY23,,,0.0002615654244046087,532505
UCOBANK,Q4FY24,,,3.487896106550488e-05,532505
UNIONBANK,FY23,0.0066065999387110615,,,532477
UNIONBANK,FY24,0.009841054879498936,0.08820442769390441,,532477
UNIONBANK,Q4FY23,,,4.420872696942926e-05,532477
UNIONBANK,Q4FY24,,,1.3317868906193619e-05,532477
UNITDSPR,FY23,0.11648396680667965,,,532432
UNITDSPR,FY24,0.12516668148279847,0.15244339719291056,,532432
UNITDSPR,Q4FY23,,,1.2673680157153577e-05,532432
UNITDSPR,Q4FY24,,,1.2471954347097979e-05,532432
UPL,FY23,0.04030391636655114,,,512070
UPL,FY24,-0.013707079706668495,-0.011639590412861127,,512070
UPL,Q4FY23,,,9.540354119796768e-06,512070
UPL,Q4FY24,,,7.3953479854695875e-06,512070
UTIAMC,FY23,0.10467490133476295,,,543238
UTIAMC,FY24,0.14335838472801077,0.2782850318433227,,543238
UTIAMC,Q4FY23,,,0.00022434311213890038,543238
UTIAMC,Q4FY24,,,0.00012919615714807254,543238
VBL,FY23,0.12888635570800164,,,540180
VBL,FY24,0.13537217534021945,0.3071841413542478,,540180
VBL,Q4FY23,,,1.403661567460857e-05,540180
VBL,Q4FY24,,,6.5786498505837575e-06,540180
VEDL,FY23,0.05412100707862236,,,500295
VEDL,FY24,0.022216166073571724,-0.023390675463334988,,500295
VEDL,Q4FY23,,,8.304606823243334e-06,500295
VEDL,Q4FY24,,,6.707956185660294e-06,500295
VGUARD,FY23,0.0650583261378843,,,532953
VGUARD,FY24,0.08147965381111448,0.087497806964736,,532953
VGUARD,Q4FY23,,,0.0002506954441710206,532953
VGUARD,Q4FY24,,,0.0001582289812452846,532953
VINATIORGA,FY23,0.16224027548916528,,,524200
VINATIORGA,FY24,0.11373336150433129,0.09917910310267473,,524200
VINATIORGA,Q4FY23,,,0.00016195224433779296,524200
VINATIORGA,Q4FY24,,,0.00011924943592069538,524200
VOLTAS,FY23,0.013134533384051577,,,500575
VOLTAS,FY24,0.0209376755192045,0.17090264529366156,,500575
VOLTAS,Q4FY23,,,1.2632453774852113e-05,500575
VOLTAS,Q4FY24,,,1.0568025760566726e-05,500575
WHIRLPOOL,FY23,0.03675461236654595,,,500238
WHIRLPOOL,FY24,0.035349340212969024,0.030354188132868377,,500238
WHIRLPOOL,Q4FY23,,,6.125176893980593e-05,500238
WHIRLPOOL,Q4FY24,,,8.412093723441726e-05,500238
WIPRO,FY23,0.09652821600548382,,,507685
WIPRO,FY24,0.09584028585832555,-0.01986950405758695,,507685
WIPRO,Q4FY23,,,4.7569540575156966e-06,507685
WIPRO,Q4FY24,,,4.61416372301091e-06,507685
WOCKPHARMA,FY23,-0.0727580372250423,,,532300
WOCKPHARMA,FY24,-0.06053078833834488,-0.004425354679161786,,532300
WOCKPHARMA,Q4FY23,,,0.00012041412642105551,532300
WOCKPHARMA,Q4FY24,,,7.714407254867757e-05,532300
YESBANK,FY23,0.0020715372636762337,,,532648
YESBANK,FY24,0.003162704524990341,0.14402256868327368,,532648
YESBANK,Q4FY23,,,9.728568835847833e-06,532648
YESBANK,Q4FY24,,,4.47536723494971e-06,532648
ZFCVINDIA,FY23,0.10510657502139044,,,533023
ZFCVINDIA,FY24,0.12019260909484265,0.11886282920270065,,533023
ZFCVINDIA,Q4FY23,,,0.0003035917364226847,533023
ZFCVINDIA,Q4FY24,,,0.00019485426131772148,533023
ZYDUSLIFE,FY23,0.07610923886878601,,,532321
ZYDUSLIFE,FY24,0.13180992322614135,0.1368358932148903,,532321
ZYDUSLIFE,Q4FY23,,,2.999269501314041e-05,532321
ZYDUSLIFE,Q4FY24,,,1.4494453254790822e-05,532321
